UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
8772.0,L55951,L,297.5,308.6,1536,39.0,202,0,0,0,0,0,0
8773.0,L55952,L,297.5,308.6,1621,28.9,0,0,0,0,0,0,0
8774.0,L55953,L,297.5,308.6,1585,37.6,2,0,0,0,0,0,0
8775.0,M23634,M,297.6,308.7,1408,51.5,4,0,0,0,0,0,0
8776.0,H38189,H,297.5,308.6,1536,38.7,7,0,0,0,0,0,0
8777.0,L55956,L,297.5,308.6,1352,52.6,12,0,0,0,0,0,0
8778.0,H38191,H,297.5,308.6,1481,38.8,14,0,0,0,0,0,0
8779.0,L55958,L,297.5,308.7,1454,45.0,19,0,0,0,0,0,0
8780.0,M23639,M,297.5,308.6,1349,51.5,21,0,0,0,0,0,0
8781.0,M23640,M,297.5,308.6,1327,52.1,24,0,0,0,0,0,0
8782.0,L55961,L,297.6,308.7,1552,42.3,27,0,0,0,0,0,0
8783.0,L55962,L,297.5,308.7,1456,44.7,29,0,0,0,0,0,0
8784.0,M23643,M,297.6,308.6,1254,45.8,31,0,0,0,0,0,0
8785.0,L55964,L,297.5,308.6,1437,43.3,34,0,0,0,0,0,0
8786.0,L55965,L,297.5,308.6,1694,27.1,36,0,0,0,0,0,0
8787.0,L55966,L,297.5,308.5,1306,50.7,38,0,0,0,0,0,0
8788.0,M23647,M,297.5,308.5,1699,30.1,40,0,0,0,0,0,0
8789.0,L55968,L,297.4,308.5,1369,53.2,43,0,0,0,0,0,0
8790.0,L55969,L,297.4,308.5,1471,43.9,45,0,0,0,0,0,0
8791.0,L55970,L,297.4,308.5,1410,43.9,47,0,0,0,0,0,0
8792.0,M23651,M,297.4,308.5,1412,45.5,49,0,0,0,0,0,0
8793.0,L55972,L,297.4,308.5,1418,51.2,52,0,0,0,0,0,0
8794.0,L55973,L,297.4,308.5,1782,25.9,54,0,0,0,0,0,0
8795.0,M23654,M,297.4,308.5,1497,36.4,56,0,0,0,0,0,0
8796.0,L55975,L,297.3,308.4,1459,39.4,59,0,0,0,0,0,0
8797.0,L55976,L,297.2,308.3,1796,23.8,61,0,0,0,0,0,0
8798.0,L55977,L,297.2,308.3,1569,31.2,63,0,0,0,0,0,0
8799.0,L55978,L,297.3,308.4,1469,46.7,65,0,0,0,0,0,0
8800.0,L55979,L,297.3,308.4,1472,41.3,67,0,0,0,0,0,0
8801.0,L55980,L,297.4,308.5,1475,47.2,69,0,0,0,0,0,0
8802.0,L55981,L,297.4,308.6,1488,36.4,71,0,0,0,0,0,0
8803.0,L55982,L,297.4,308.6,1524,43.1,73,0,0,0,0,0,0
8804.0,L55983,L,297.4,308.5,1486,48.6,75,0,0,0,0,0,0
8805.0,M23664,M,297.5,308.6,1255,60.7,77,0,0,0,0,0,0
8806.0,M23665,M,297.4,308.6,1469,42.6,80,0,0,0,0,0,0
8807.0,L55986,L,297.4,308.5,1692,34.3,83,0,0,0,0,0,0
8808.0,M23667,M,297.4,308.6,1604,32.8,85,0,0,0,0,0,0
8809.0,L55988,L,297.4,308.6,1446,48.1,88,0,0,0,0,0,0
8810.0,L55989,L,297.3,308.5,1503,43.3,90,0,0,0,0,0,0
8811.0,M23670,M,297.3,308.5,1625,32.8,92,0,0,0,0,0,0
8812.0,L55991,L,297.2,308.5,1574,35.8,95,0,0,0,0,0,0
8813.0,M23672,M,297.2,308.4,1378,41.9,97,0,0,0,0,0,0
8814.0,L55993,L,297.1,308.4,1693,29.5,100,0,0,0,0,0,0
8815.0,L55994,L,297.2,308.4,1462,51.2,102,0,0,0,0,0,0
8816.0,H38229,H,297.3,308.5,1435,55.0,104,0,0,0,0,0,0
8817.0,M23676,M,297.2,308.5,1425,45.8,109,0,0,0,0,0,0
8818.0,H38231,H,297.3,308.6,1376,53.5,112,0,0,0,0,0,0
8819.0,M23678,M,297.4,308.7,1481,48.0,117,0,0,0,0,0,0
8820.0,H38233,H,297.4,308.7,1349,48.9,120,0,0,0,0,0,0
8821.0,L56000,L,297.3,308.7,1551,40.0,125,0,0,0,0,0,0
8822.0,H38235,H,297.4,308.7,1623,33.8,127,0,0,0,0,0,0
8823.0,L56002,L,297.4,308.8,1462,49.7,132,0,0,0,0,0,0
8824.0,M23683,M,297.3,308.8,1447,57.4,134,0,0,0,0,0,0
8825.0,M23684,M,297.3,308.9,1799,24.5,137,0,0,0,0,0,0
8826.0,M23685,M,297.3,308.8,1548,41.3,140,0,0,0,0,0,0
8827.0,M23686,M,297.2,308.8,1485,47.9,143,0,0,0,0,0,0
8828.0,L56007,L,297.2,308.7,1463,49.9,146,0,0,0,0,0,0
8829.0,L56008,L,297.3,308.7,1587,35.8,148,0,0,0,0,0,0
8830.0,M23689,M,297.3,308.8,1469,44.1,150,0,0,0,0,0,0
8831.0,H38244,H,297.3,308.7,1430,42.8,153,0,0,0,0,0,0
8832.0,H38245,H,297.4,308.7,1726,26.8,158,0,0,0,0,0,0
8833.0,L56012,L,297.4,308.8,1651,34.1,163,0,0,0,0,0,0
8834.0,L56013,L,297.4,308.8,1529,41.3,165,0,0,0,0,0,0
8835.0,L56014,L,297.4,308.8,1473,46.2,167,0,0,0,0,0,0
8836.0,H38249,H,297.4,308.8,1324,53.5,169,0,0,0,0,0,0
8837.0,L56016,L,297.4,308.9,1708,28.8,174,0,0,0,0,0,0
8838.0,M23697,M,297.5,309.1,1540,38.5,176,0,0,0,0,0,0
8839.0,L56018,L,297.5,309.0,1320,54.7,179,0,0,0,0,0,0
8840.0,M23699,M,297.4,308.9,1376,39.0,181,0,0,0,0,0,0
8841.0,M23700,M,297.3,308.7,1542,37.0,184,0,0,0,0,0,0
8842.0,L56021,L,297.3,308.7,1506,39.3,187,0,0,0,0,0,0
8843.0,L56022,L,297.3,308.7,1492,43.6,189,0,0,0,0,0,0
8844.0,H38257,H,297.3,308.8,1564,38.0,191,0,0,0,0,0,0
8845.0,H38258,H,297.4,308.9,1645,30.8,196,0,0,0,0,0,0
8846.0,M23705,M,297.4,308.9,1348,59.1,201,0,0,0,0,0,0
8847.0,M23706,M,297.4,308.8,1325,62.4,204,1,1,0,0,1,0
8848.0,L56027,L,297.5,308.9,1443,43.5,0,0,0,0,0,0,0
8849.0,M23708,M,297.5,308.9,1436,44.8,2,0,0,0,0,0,0
8850.0,L56029,L,297.5,308.9,1596,30.7,5,0,0,0,0,0,0
8851.0,L56030,L,297.6,309.0,1491,43.2,7,0,0,0,0,0,0
8852.0,M23711,M,297.7,308.9,1573,35.1,9,0,0,0,0,0,0
8853.0,L56032,L,297.7,308.9,1575,39.9,12,0,0,0,0,0,0
8854.0,L56033,L,297.7,308.9,1458,41.1,14,0,0,0,0,0,0
8855.0,M23714,M,297.7,309.0,1433,41.8,16,0,0,0,0,0,0
8856.0,L56035,L,297.7,308.9,1662,28.1,19,0,0,0,0,0,0
8857.0,M23716,M,297.7,308.9,1327,63.7,21,0,0,0,0,0,0
8858.0,L56037,L,297.7,308.9,1742,26.3,24,0,0,0,0,0,0
8859.0,L56038,L,297.8,308.9,1506,33.5,26,0,0,0,0,0,0
8860.0,L56039,L,297.9,309.1,1457,44.4,28,0,0,0,0,0,0
8861.0,M23720,M,297.9,309.1,1488,37.3,30,0,0,0,0,0,0
8862.0,L56041,L,297.9,309.1,1619,34.7,33,0,0,0,0,0,0
8863.0,M23722,M,298.0,309.2,1558,41.7,35,0,0,0,0,0,0
8864.0,L56043,L,298.0,309.2,1731,28.7,38,0,0,0,0,0,0
8865.0,M23724,M,298.0,309.1,1574,34.8,40,0,0,0,0,0,0
8866.0,L56045,L,297.9,309.0,1290,49.8,43,0,0,0,0,0,0
8867.0,H38280,H,297.9,308.9,1416,39.6,45,0,0,0,0,0,0
8868.0,L56047,L,297.9,308.9,1566,41.9,50,0,0,0,0,0,0
8869.0,L56048,L,297.9,309.0,1456,46.5,52,0,0,0,0,0,0
8870.0,L56049,L,297.9,309.0,1528,37.5,54,0,0,0,0,0,0
8871.0,M23730,M,297.9,309.1,1338,49.6,56,0,0,0,0,0,0
8872.0,M23731,M,297.9,309.1,1558,39.2,59,0,0,0,0,0,0
8873.0,M23732,M,297.9,309.1,1614,38.1,62,0,0,0,0,0,0
8874.0,H38287,H,298.0,309.1,1557,36.4,65,0,0,0,0,0,0
8875.0,L56054,L,298.1,309.3,1443,45.3,70,0,0,0,0,0,0
8876.0,H38289,H,298.1,309.3,1332,51.0,72,0,0,0,0,0,0
8877.0,M23736,M,298.1,309.3,1752,25.2,77,0,0,0,0,0,0
8878.0,M23737,M,298.1,309.2,1460,45.8,80,0,0,0,0,0,0
8879.0,L56058,L,298.1,309.2,1802,26.9,83,0,0,0,0,0,0
8880.0,L56059,L,298.0,309.2,1527,39.5,85,0,0,0,0,0,0
8881.0,L56060,L,298.0,309.2,1458,39.8,87,0,0,0,0,0,0
8882.0,H38295,H,298.0,309.2,1520,37.9,89,0,0,0,0,0,0
8883.0,L56062,L,298.0,309.2,1378,49.7,94,0,0,0,0,0,0
8884.0,M23743,M,297.9,309.2,1529,38.1,96,0,0,0,0,0,0
8885.0,L56064,L,298.0,309.2,1527,32.4,99,0,0,0,0,0,0
8886.0,M23745,M,298.0,309.2,1438,42.9,101,0,0,0,0,0,0
8887.0,L56066,L,297.9,309.0,1583,36.7,104,0,0,0,0,0,0
8888.0,L56067,L,297.8,308.9,1530,37.6,106,0,0,0,0,0,0
8889.0,M23748,M,297.7,308.9,1530,39.1,108,0,0,0,0,0,0
8890.0,M23749,M,297.7,308.8,2089,19.1,111,0,0,0,0,0,0
8891.0,L56070,L,297.7,308.8,1616,34.2,114,0,0,0,0,0,0
8892.0,M23751,M,297.7,308.9,1681,28.3,116,0,0,0,0,0,0
8893.0,L56072,L,297.6,308.8,1475,43.0,119,0,0,0,0,0,0
8894.0,L56073,L,297.5,308.7,1371,46.5,121,0,0,0,0,0,0
8895.0,M23754,M,297.5,308.7,1546,38.0,123,0,0,0,0,0,0
8896.0,H38309,H,297.4,308.6,1461,40.1,126,0,0,0,0,0,0
8897.0,L56076,L,297.4,308.7,1638,31.9,131,0,0,0,0,0,0
8898.0,M23757,M,297.3,308.7,1577,35.6,133,0,0,0,0,0,0
8899.0,L56078,L,297.4,308.6,1532,38.7,136,0,0,0,0,0,0
8900.0,M23759,M,297.3,308.5,1710,27.7,138,0,0,0,0,0,0
8901.0,M23760,M,297.3,308.6,1584,29.4,141,0,0,0,0,0,0
8902.0,L56081,L,297.3,308.6,1446,50.1,144,0,0,0,0,0,0
8903.0,H38316,H,297.4,308.7,1522,46.3,146,0,0,0,0,0,0
8904.0,M23763,M,297.4,308.7,1382,49.9,151,0,0,0,0,0,0
8905.0,L56084,L,297.4,308.7,1584,38.2,154,0,0,0,0,0,0
8906.0,L56085,L,297.3,308.6,1385,55.2,156,0,0,0,0,0,0
8907.0,L56086,L,297.3,308.7,1592,34.4,158,0,0,0,0,0,0
8908.0,M23767,M,297.2,308.6,1404,43.7,160,0,0,0,0,0,0
8909.0,L56088,L,297.2,308.5,1518,44.3,163,0,0,0,0,0,0
8910.0,L56089,L,297.1,308.4,1529,40.4,165,0,0,0,0,0,0
8911.0,L56090,L,297.1,308.4,1550,37.0,167,0,0,0,0,0,0
8912.0,L56091,L,297.1,308.3,1773,23.8,169,0,0,0,0,0,0
8913.0,L56092,L,297.2,308.5,1446,43.7,171,0,0,0,0,0,0
8914.0,M23773,M,297.2,308.5,1487,46.9,173,0,0,0,0,0,0
8915.0,M23774,M,297.3,308.5,1524,49.3,176,0,0,0,0,0,0
8916.0,L56095,L,297.1,308.3,1403,54.1,179,0,0,0,0,0,0
8917.0,L56096,L,297.1,308.2,2267,15.7,181,0,0,0,0,0,0
8918.0,M23777,M,297.1,308.2,1529,37.9,183,0,0,0,0,0,0
8919.0,L56098,L,297.1,308.2,1402,51.2,186,0,0,0,0,0,0
8920.0,L56099,L,297.2,308.3,1693,28.0,188,0,0,0,0,0,0
8921.0,L56100,L,297.1,308.3,1496,45.8,190,0,0,0,0,0,0
8922.0,L56101,L,297.1,308.1,1633,33.3,192,0,0,0,0,0,0
8923.0,L56102,L,297.1,308.2,1399,42.6,194,0,0,0,0,0,0
8924.0,M23783,M,297.0,308.1,1363,45.3,196,0,0,0,0,0,0
8925.0,H38338,H,297.1,308.2,1527,42.2,199,0,0,0,0,0,0
8926.0,M23785,M,297.2,308.2,1405,42.5,204,0,0,0,0,0,0
8927.0,M23786,M,297.3,308.3,1459,59.6,207,1,0,0,1,1,0
8928.0,M23787,M,297.4,308.4,1789,25.0,210,0,0,0,0,0,0
8929.0,L56108,L,297.4,308.4,1531,41.5,213,0,0,0,0,0,0
8930.0,M23789,M,297.4,308.4,1620,35.8,215,0,0,0,0,0,0
8931.0,L56110,L,297.4,308.4,1571,39.4,0,0,0,0,0,0,0
8932.0,L56111,L,297.4,308.4,1434,39.9,2,0,0,0,0,0,0
8933.0,L56112,L,297.4,308.4,1474,43.6,4,0,0,0,0,0,0
8934.0,M23793,M,297.3,308.3,1544,41.7,6,0,0,0,0,0,0
8935.0,L56114,L,297.3,308.2,1601,35.7,9,0,0,0,0,0,0
8936.0,L56115,L,297.4,308.3,1801,26.9,11,0,0,0,0,0,0
8937.0,L56116,L,297.4,308.3,1465,42.0,13,0,0,0,0,0,0
8938.0,M23797,M,297.4,308.4,1340,52.6,15,0,0,0,0,0,0
8939.0,M23798,M,297.4,308.4,1517,41.0,18,0,0,0,0,0,0
8940.0,M23799,M,297.3,308.4,1434,44.8,21,0,0,0,0,0,0
8941.0,H38354,H,297.3,308.3,1935,19.3,24,0,0,0,0,0,0
8942.0,M23801,M,297.3,308.3,1595,32.2,29,0,0,0,0,0,0
8943.0,L56122,L,297.3,308.3,2188,17.0,32,0,0,0,0,0,0
8944.0,M23803,M,297.3,308.4,1449,44.4,34,0,0,0,0,0,0
8945.0,L56124,L,297.3,308.3,1471,38.2,37,0,0,0,0,0,0
8946.0,L56125,L,297.4,308.2,1639,33.8,39,0,0,0,0,0,0
8947.0,M23806,M,297.3,308.2,1846,24.5,41,0,0,0,0,0,0
8948.0,M23807,M,297.3,308.2,1452,38.2,44,0,0,0,0,0,0
8949.0,M23808,M,297.4,308.3,1483,41.9,47,0,0,0,0,0,0
8950.0,L56129,L,297.4,308.3,1284,60.3,50,0,0,0,0,0,0
8951.0,L56130,L,297.4,308.2,1419,50.0,52,0,0,0,0,0,0
8952.0,L56131,L,297.3,308.1,1763,28.4,54,0,0,0,0,0,0
8953.0,M23812,M,297.2,308.0,1478,42.5,56,0,0,0,0,0,0
8954.0,L56133,L,297.3,308.0,1518,36.0,59,0,0,0,0,0,0
8955.0,L56134,L,297.3,308.0,1447,49.0,61,0,0,0,0,0,0
8956.0,M23815,M,297.4,308.0,1355,55.1,63,0,0,0,0,0,0
8957.0,L56136,L,297.4,308.1,1348,57.4,66,0,0,0,0,0,0
8958.0,L56137,L,297.4,308.1,1348,53.7,68,0,0,0,0,0,0
8959.0,M23818,M,297.4,308.1,1734,27.7,70,0,0,0,0,0,0
8960.0,L56139,L,297.3,308.0,1420,46.5,73,0,0,0,0,0,0
8961.0,L56140,L,297.3,307.9,1797,24.7,75,0,0,0,0,0,0
8962.0,M23821,M,297.3,308.0,1403,45.0,77,0,0,0,0,0,0
8963.0,L56142,L,297.3,307.9,1628,30.2,80,0,0,0,0,0,0
8964.0,M23823,M,297.2,307.9,1687,30.4,82,0,0,0,0,0,0
8965.0,M23824,M,297.2,307.9,1456,44.9,85,0,0,0,0,0,0
8966.0,L56145,L,297.1,307.9,1496,44.7,88,0,0,0,0,0,0
8967.0,L56146,L,297.1,307.8,1636,30.3,90,0,0,0,0,0,0
8968.0,L56147,L,297.1,307.8,1536,40.4,92,0,0,0,0,0,0
8969.0,L56148,L,297.1,307.8,1454,50.6,94,0,0,0,0,0,0
8970.0,L56149,L,297.0,307.8,1396,50.0,96,0,0,0,0,0,0
8971.0,L56150,L,297.0,307.6,1575,37.4,98,0,0,0,0,0,0
8972.0,L56151,L,296.9,307.6,1514,35.7,100,0,0,0,0,0,0
8973.0,M23832,M,296.8,307.4,1455,49.9,102,0,0,0,0,0,0
8974.0,L56153,L,296.8,307.4,1549,48.3,105,0,0,0,0,0,0
8975.0,L56154,L,296.8,307.5,1474,42.4,107,0,0,0,0,0,0
8976.0,H38389,H,296.7,307.4,1661,34.2,109,0,0,0,0,0,0
8977.0,L56156,L,296.7,307.4,1535,34.6,114,0,0,0,0,0,0
8978.0,M23837,M,296.9,307.5,1556,31.2,116,0,0,0,0,0,0
8979.0,L56158,L,296.9,307.6,1435,45.0,119,0,0,0,0,0,0
8980.0,M23839,M,296.9,307.5,1332,51.1,121,0,0,0,0,0,0
8981.0,L56160,L,297.0,307.6,1513,42.4,124,0,0,0,0,0,0
8982.0,L56161,L,297.0,307.7,1502,39.4,126,0,0,0,0,0,0
8983.0,L56162,L,297.0,307.7,1315,60.1,128,0,0,0,0,0,0
8984.0,M23843,M,297.0,307.7,1261,51.1,130,0,0,0,0,0,0
8985.0,L56164,L,297.1,307.8,1406,60.4,133,0,0,0,0,0,0
8986.0,L56165,L,297.1,307.8,1584,42.3,135,0,0,0,0,0,0
8987.0,M23846,M,297.1,307.8,1443,43.9,137,0,0,0,0,0,0
8988.0,L56167,L,297.2,307.9,1580,35.8,140,0,0,0,0,0,0
8989.0,L56168,L,297.2,307.9,1825,24.6,142,0,0,0,0,0,0
8990.0,L56169,L,297.2,307.9,1469,48.2,144,0,0,0,0,0,0
8991.0,L56170,L,297.2,307.9,1493,38.4,146,0,0,0,0,0,0
8992.0,M23851,M,297.3,308.0,1598,29.4,148,0,0,0,0,0,0
8993.0,H38406,H,297.2,307.9,1450,37.2,151,0,0,0,0,0,0
8994.0,M23853,M,297.2,307.9,1632,37.5,156,0,0,0,0,0,0
8995.0,M23854,M,297.1,307.9,1980,20.3,159,0,0,0,0,0,0
8996.0,L56175,L,297.2,308.0,1474,43.7,162,0,0,0,0,0,0
8997.0,L56176,L,297.2,307.9,1540,37.1,164,0,0,0,0,0,0
8998.0,M23857,M,297.1,307.9,1609,38.9,166,0,0,0,0,0,0
8999.0,L56178,L,297.1,308.0,1467,42.8,169,0,0,0,0,0,0
9000.0,L56179,L,297.1,307.9,1492,39.4,171,0,0,0,0,0,0
9001.0,L56180,L,297.0,307.9,1493,46.1,173,0,0,0,0,0,0
9002.0,L56181,L,297.0,307.8,1500,39.9,175,0,0,0,0,0,0
9003.0,L56182,L,297.1,307.8,1477,36.6,177,0,0,0,0,0,0
9004.0,L56183,L,297.1,307.9,1342,49.1,179,0,0,0,0,0,0
9005.0,M23864,M,297.1,307.8,1538,34.3,181,0,0,0,0,0,0
9006.0,L56185,L,297.2,307.9,1337,58.1,184,0,0,0,0,0,0
9007.0,L56186,L,297.3,307.9,1417,41.8,186,0,0,0,0,0,0
9008.0,L56187,L,297.4,308.0,1383,46.2,188,0,0,0,0,0,0
9009.0,M23868,M,297.4,308.0,1440,42.4,190,0,0,0,0,0,0
9010.0,L56189,L,297.3,307.9,1579,34.4,193,0,0,0,0,0,0
9011.0,L56190,L,297.2,307.9,1441,40.0,195,0,0,0,0,0,0
9012.0,M23871,M,297.2,307.9,1530,35.9,197,0,0,0,0,0,0
9013.0,L56192,L,297.2,308.0,1705,26.0,200,0,0,0,0,0,0
9014.0,H38427,H,297.2,308.0,1435,43.0,202,0,0,0,0,0,0
9015.0,M23874,M,297.2,308.1,1340,61.3,207,1,0,0,0,1,0
9016.0,L56195,L,297.2,308.1,1431,49.7,210,1,0,0,0,0,0
9017.0,L56196,L,297.3,308.2,1396,52.7,212,1,0,0,0,1,0
9018.0,M23877,M,297.3,308.1,1369,52.0,214,0,0,0,0,0,0
9019.0,L56198,L,297.3,308.1,1615,35.4,217,1,1,0,0,0,0
9020.0,L56199,L,297.2,308.1,1662,31.3,0,0,0,0,0,0,0
9021.0,L56200,L,297.3,308.2,1553,33.5,2,0,0,0,0,0,0
9022.0,M23881,M,297.4,308.2,1536,34.6,4,0,0,0,0,0,0
9023.0,L56202,L,297.4,308.3,1548,46.6,7,0,0,0,0,0,0
9024.0,L56203,L,297.4,308.3,1706,30.9,9,0,0,0,0,0,0
9025.0,L56204,L,297.4,308.3,1366,45.5,11,0,0,0,0,0,0
9026.0,L56205,L,297.5,308.4,1440,35.9,13,0,0,0,0,0,0
9027.0,M23886,M,297.5,308.4,1685,28.1,15,0,0,0,0,0,0
9028.0,M23887,M,297.4,308.3,1444,44.0,18,0,0,0,0,0,0
9029.0,L56208,L,297.4,308.3,1395,48.7,21,0,0,0,0,0,0
9030.0,L56209,L,297.4,308.3,1483,38.8,23,0,0,0,0,0,0
9031.0,M23890,M,297.5,308.4,1403,44.3,25,0,0,0,0,0,0
9032.0,H38445,H,297.5,308.4,1793,23.9,28,0,0,0,0,0,0
9033.0,L56212,L,297.4,308.3,1723,28.8,33,0,0,0,0,0,0
9034.0,L56213,L,297.4,308.2,1386,41.0,35,0,0,0,0,0,0
9035.0,H38448,H,297.4,308.2,1585,46.2,37,0,0,0,0,0,0
9036.0,M23895,M,297.3,308.1,1731,27.7,42,0,0,0,0,0,0
9037.0,L56216,L,297.3,308.3,1519,37.7,45,0,0,0,0,0,0
9038.0,L56217,L,297.3,308.2,1896,24.4,47,0,0,0,0,0,0
9039.0,L56218,L,297.3,308.3,2358,14.9,49,0,0,0,0,0,0
9040.0,M23899,M,297.3,308.3,1341,51.9,51,0,0,0,0,0,0
9041.0,L56220,L,297.3,308.3,1550,37.0,54,0,0,0,0,0,0
9042.0,L56221,L,297.3,308.3,1309,61.5,56,0,0,0,0,0,0
9043.0,M23902,M,297.3,308.4,1599,32.9,58,0,0,0,0,0,0
9044.0,L56223,L,297.4,308.4,1343,40.0,61,0,0,0,0,0,0
9045.0,L56224,L,297.4,308.4,1378,39.9,63,0,0,0,0,0,0
9046.0,L56225,L,297.4,308.4,1603,34.6,65,0,0,0,0,0,0
9047.0,L56226,L,297.4,308.4,1664,28.1,67,0,0,0,0,0,0
9048.0,L56227,L,297.3,308.4,1488,37.4,69,0,0,0,0,0,0
9049.0,M23908,M,297.3,308.4,1370,50.5,71,0,0,0,0,0,0
9050.0,L56229,L,297.3,308.5,1545,34.3,74,0,0,0,0,0,0
9051.0,M23910,M,297.4,308.5,1566,31.4,76,0,0,0,0,0,0
9052.0,L56231,L,297.4,308.6,1820,24.6,79,0,0,0,0,0,0
9053.0,M23912,M,297.4,308.6,1901,22.1,81,0,0,0,0,0,0
9054.0,M23913,M,297.4,308.5,1638,32.2,84,0,0,0,0,0,0
9055.0,M23914,M,297.3,308.4,1521,38.2,87,0,0,0,0,0,0
9056.0,H38469,H,297.3,308.4,1864,23.1,90,0,0,0,0,0,0
9057.0,L56236,L,297.3,308.3,1430,41.9,95,0,0,0,0,0,0
9058.0,M23917,M,297.3,308.4,1686,34.5,97,0,0,0,0,0,0
9059.0,M23918,M,297.2,308.3,1326,57.2,100,0,0,0,0,0,0
9060.0,L56239,L,297.2,308.3,1805,25.6,103,0,0,0,0,0,0
9061.0,H38474,H,297.2,308.3,1453,45.8,105,0,0,0,0,0,0
9062.0,M23921,M,297.2,308.4,1863,26.0,110,0,0,0,0,0,0
9063.0,L56242,L,297.2,308.3,1576,35.3,113,0,0,0,0,0,0
9064.0,L56243,L,297.2,308.3,1419,39.7,115,0,0,0,0,0,0
9065.0,L56244,L,297.2,308.4,1833,25.2,117,0,0,0,0,0,0
9066.0,H38479,H,297.2,308.4,2182,17.3,119,0,0,0,0,0,0
9067.0,L56246,L,297.2,308.3,1656,30.3,124,0,0,0,0,0,0
9068.0,L56247,L,297.1,308.2,1351,56.6,126,0,0,0,0,0,0
9069.0,H38482,H,297.1,308.2,1790,30.3,128,0,0,0,0,0,0
9070.0,M23929,M,297.2,308.2,1678,28.1,133,0,0,0,0,0,0
9071.0,L56250,L,297.1,308.2,1427,45.2,136,0,0,0,0,0,0
9072.0,L56251,L,297.0,308.1,1429,54.0,138,0,0,0,0,0,0
9073.0,H38486,H,297.2,308.1,1770,27.2,140,0,0,0,0,0,0
9074.0,L56253,L,297.2,308.1,1689,31.2,145,0,0,0,0,0,0
9075.0,M23934,M,297.2,308.1,1554,41.3,147,0,0,0,0,0,0
9076.0,L56255,L,297.3,308.1,1506,36.0,150,0,0,0,0,0,0
9077.0,L56256,L,297.2,308.1,1474,44.3,152,0,0,0,0,0,0
9078.0,L56257,L,297.3,308.1,1762,26.1,154,0,0,0,0,0,0
9079.0,L56258,L,297.3,308.1,1566,35.7,156,0,0,0,0,0,0
9080.0,H38493,H,297.3,308.1,1554,42.4,158,0,0,0,0,0,0
9081.0,L56260,L,297.2,308.0,1869,25.4,163,0,0,0,0,0,0
9082.0,L56261,L,297.3,308.0,1527,35.1,165,0,0,0,0,0,0
9083.0,L56262,L,297.2,307.9,1309,49.6,167,0,0,0,0,0,0
9084.0,M23943,M,297.2,307.9,1541,35.7,169,0,0,0,0,0,0
9085.0,L56264,L,297.2,307.9,1326,75.4,172,1,0,0,1,1,0
9086.0,H38499,H,297.1,307.9,1365,54.0,174,0,0,0,0,0,0
9087.0,L56266,L,297.1,307.8,1428,43.7,179,0,0,0,0,0,0
9088.0,L56267,L,297.1,307.8,1681,27.6,181,0,0,0,0,0,0
9089.0,M23948,M,297.1,307.9,1662,26.9,183,0,0,0,0,0,0
9090.0,L56269,L,297.2,307.9,1989,20.3,186,0,0,0,0,0,0
9091.0,M23950,M,297.2,307.9,1747,29.0,188,0,0,0,0,0,0
9092.0,M23951,M,297.2,308.0,1765,31.1,191,0,0,0,0,0,0
9093.0,L56272,L,297.3,308.1,1568,34.4,194,0,0,0,0,0,0
9094.0,M23953,M,297.3,308.1,1709,30.6,196,0,0,0,0,0,0
9095.0,M23954,M,297.3,308.1,1370,58.8,199,0,0,0,0,0,0
9096.0,L56275,L,297.3,308.1,1458,45.7,202,0,0,0,0,0,0
9097.0,L56276,L,297.2,308.1,1712,30.9,204,0,0,0,0,0,0
9098.0,L56277,L,297.3,308.1,1642,36.9,206,0,0,0,0,0,0
9099.0,L56278,L,297.3,308.1,1468,49.8,0,0,0,0,0,0,0
9100.0,H38513,H,297.3,308.1,1477,52.3,2,0,0,0,0,0,0
9101.0,L56280,L,297.3,308.2,1446,53.5,7,0,0,0,0,0,0
9102.0,H38515,H,297.3,308.2,1653,31.4,9,0,0,0,0,0,0
9103.0,L56282,L,297.3,308.3,1494,38.2,14,0,0,0,0,0,0
9104.0,L56283,L,297.3,308.2,1490,41.0,16,0,0,0,0,0,0
9105.0,M23964,M,297.4,308.3,1550,47.8,18,0,0,0,0,0,0
9106.0,M23965,M,297.3,308.2,1677,34.9,21,0,0,0,0,0,0
9107.0,L56286,L,297.4,308.3,1854,21.8,24,0,0,0,0,0,0
9108.0,M23967,M,297.5,308.5,1662,30.3,26,0,0,0,0,0,0
9109.0,M23968,M,297.5,308.6,1440,38.8,29,0,0,0,0,0,0
9110.0,L56289,L,297.5,308.6,1513,39.7,32,0,0,0,0,0,0
9111.0,M23970,M,297.6,308.6,1389,49.0,34,0,0,0,0,0,0
9112.0,L56291,L,297.6,308.6,1351,51.0,37,0,0,0,0,0,0
9113.0,M23972,M,297.6,308.6,1482,38.3,39,0,0,0,0,0,0
9114.0,L56293,L,297.6,308.6,1744,28.5,42,0,0,0,0,0,0
9115.0,L56294,L,297.6,308.7,1476,39.0,44,0,0,0,0,0,0
9116.0,M23975,M,297.6,308.6,1444,48.2,46,0,0,0,0,0,0
9117.0,H38530,H,297.6,308.7,1659,32.1,49,0,0,0,0,0,0
9118.0,M23977,M,297.6,308.7,1475,46.6,54,0,0,0,0,0,0
